"DBA","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE"
"marseille","Thawing procedures improper.","N",11,"A","03/11/2019"
"marseille","Food contact surface not properly maintained.","N",11,"A","03/11/2019"
"marseille","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",11,"A","03/11/2019"
"marseille","Wiping cloths soiled or not stored in sanitizing solution.","Y",11,"A","03/11/2019"
"jue lan club","Hot food item not held at or above 140o F.","Y",26,"B","03/12/2019"
"jue lan club","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",26,"B","03/12/2019"
"jue lan club","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Y",26,"B","03/12/2019"
"jue lan club","Live roaches present in facility's food and/or non-food areas.","Y",26,"B","03/12/2019"
"jue lan club","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",26,"B","03/12/2019"
"il mulino prime","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",59,"C","03/13/2019"
"il mulino prime","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Y",59,"C","03/13/2019"
"il mulino prime","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",59,"C","03/13/2019"
"il mulino prime","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",59,"C","03/13/2019"
"il mulino prime","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Y",59,"C","03/13/2019"
"il mulino prime","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",59,"C","03/13/2019"
"the dutch","Hot food item not held at or above 140o F.","Y",7,"A","03/13/2019"
"il mulino prime","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.","Y",59,"C","03/13/2019"
"empire steak house","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",9,"P","03/20/2019"
"empire steak house","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",9,"P","03/20/2019"
"scarpetta","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",7,"A","03/21/2019"
"scarpetta","Accurate thermometer not provided in refrigerated or hot holding equipment.","N",7,"A","03/21/2019"
"scarpetta","Food contact surface not properly maintained.","N",7,"A","03/21/2019"
"nix","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",12,"A","03/26/2019"
"nix","Hot food item not held at or above 140o F.","Y",12,"A","03/26/2019"
"high street on hudson","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",21,"B","03/27/2019"
"high street on hudson","Food not cooled by an approved method whereby the internal product temperature is reduced from 140o F to 70o F or less within 2 hours, and from 70o F to 41o F or less within 4 additional hours.","Y",21,"B","03/27/2019"
"high street on hudson","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",21,"B","03/27/2019"
"schilling","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",6,"A","03/27/2019"
"gran morsi","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",10,"A","03/28/2019"
"pera soho","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",3,"A","03/28/2019"
"gran morsi","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",10,"A","03/28/2019"
"il postino","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",10,"A","04/01/2019"
"1 darbar","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",12,"A","04/01/2019"
"1 darbar","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",12,"A","04/01/2019"
"il postino","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",10,"A","04/01/2019"
"il postino","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",10,"A","04/01/2019"
"1 darbar","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",12,"A","04/01/2019"
"feast","Hot food item not held at or above 140o F.","Y",17,"B","04/02/2019"
"feast","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",17,"B","04/02/2019"
"feast","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",17,"B","04/02/2019"
"feast","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",17,"B","04/02/2019"
"rice & gold","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.","Y",13,"A","04/03/2019"
"rice & gold","Proper sanitization not provided for utensil ware washing operation.","N",13,"A","04/03/2019"
"rice & gold","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","04/03/2019"
"toloache","Hot food item not held at or above 140o F.","Y",7,"A","04/04/2019"
"maloney & porcelli","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",9,"A","04/08/2019"
